id,lat,lon
608,36.46132121,-93.54189698
609,36.44281353,-92.83196267
610,36.41963931,-92.12244822
611,36.39180354,-91.4134471
612,36.35931223,-90.70505238
613,36.32217235,-89.99735664
614,36.2803919,-89.29045191
615,36.23397984,-88.58442961
616,36.18294615,-87.87938046
617,36.12730174,-87.17539441
618,36.06705854,-86.47256061
619,36.00222942,-85.7709673
620,35.93282821,-85.07070177
621,35.85886969,-84.37185032
622,35.7803696,-83.67449813
623,35.69734459,-82.97872928
624,35.60981226,-82.28462666
625,35.5177911,-81.59227191
626,35.42130054,-80.90174538
627,35.32036087,-80.21312609
628,35.21499329,-79.52649165
629,35.10521987,-78.84191827
630,34.99106353,-78.15948065
631,34.87254806,-77.47925202
632,34.74969807,-76.80130403
633,34.46239658,-119.450077
634,34.61231359,-118.7827451
635,34.75802849,-118.1126713
636,34.89951148,-117.4399181
637,35.03673349,-116.7645502
638,35.16966627,-116.0866336
639,35.29828234,-115.4062364
640,35.42255502,-114.7234281
641,35.54245848,-114.0382801
642,35.65796769,-113.3508654
643,35.7690585,-112.6612585
644,35.8757076,-111.9695356
645,35.97789256,-111.2757743
646,36.07559183,-110.5800539
647,36.16878476,-109.8824549
648,36.2574516,-109.1830595
649,36.34157352,-108.4819508
650,36.42113262,-107.7792137
651,36.49611194,-107.0749339
652,36.56649545,-106.3691987
653,36.63226809,-105.6620961
654,36.69341577,-104.9537155
655,36.74992534,-104.244147
656,36.80178466,-103.533482
657,36.84898257,-102.8218124
658,36.89150887,-102.1092312
659,36.9293544,-101.3958318
660,36.96251099,-100.6817085
661,36.99097145,-99.96695622
662,37.01472963,-99.25167015
663,37.03378038,-98.53594607
664,37.04811958,-97.81988009
665,37.05774413,-97.10356857
666,37.06265192,-96.3871081
667,37.0628419,-95.67059536
668,37.05831403,-94.9541271
669,37.04906929,-94.23780001
670,37.03510967,-93.52171068
671,37.01643822,-92.8059555
672,36.99305898,-92.09063061
673,36.964977,-91.37583177
674,36.93219837,-90.66165433
675,36.89473017,-89.94819317
676,36.8525805,-89.23554254
677,36.80575846,-88.5237961
678,36.75427414,-87.81304675
679,36.69813864,-87.10338661
680,36.63736402,-86.39490696
681,36.57196334,-85.68769814
682,36.50195061,-84.98184948
683,36.42734084,-84.27744928
684,36.34814995,-83.57458471
685,36.26439485,-82.87334178
686,36.17609335,-82.17380523
687,36.08326421,-81.47605854
688,35.9859271,-80.78018383
689,35.88410261,-80.08626185
690,35.77781221,-79.39437187
691,35.66707826,-78.70459171
692,35.551924,-78.01699765
693,35.43237351,-77.33166438
694,35.30845176,-76.64866501
695,35.18018451,-75.96807099
696,34.85865974,-120.304239
697,35.01407675,-119.6350124
698,35.1652879,-118.9629195
699,35.31226224,-118.2880222
700,35.45496957,-117.6103842
701,35.59338046,-116.9300711
702,35.72746627,-116.2471504
703,35.85719917,-115.5616912
704,35.98255214,-114.8737645
705,36.103499,-114.1834432
706,36.22001439,-113.4908015
707,36.33207384,-112.7959157
708,36.43965374,-112.0988634
709,36.54273134,-111.399724
710,36.64128481,-110.6985784
711,36.73529321,-109.9955089
712,36.82473655,-109.2905995
713,36.90959572,-108.5839352
714,36.9898526,-107.8756028
715,37.06548996,-107.1656901
716,37.13649159,-106.4542862
717,37.2028422,-105.7414814
718,37.26452751,-105.027367
719,37.3215342,-104.3120354
720,37.37384994,-103.5955802
721,37.42146343,-102.8780954
722,37.46436434,-102.1596764
723,37.50254336,-101.4404188
724,37.5359922,-100.7204193
725,37.5647036,-99.99977508
726,37.58867131,-99.27858374
727,37.60789011,-98.55694344
728,37.62235582,-97.83495268
729,37.63206528,-97.11271024
730,37.63701638,-96.3903151
731,37.63720803,-95.66786639
732,37.63264021,-94.94546327
733,37.6233139,-94.22320487
734,37.60923113,-93.50119017
735,37.59039498,-92.779518
736,37.56680954,-92.05828686
737,37.53847996,-91.33759493
738,37.50541239,-90.61753993
739,37.46761401,-89.89821904
740,37.42509305,-89.17972887
741,37.37785872,-88.46216536
742,37.32592126,-87.74562368
743,37.26929192,-87.03019818
744,37.20798292,-86.31598233
745,37.14200751,-85.60306863
746,37.0713799,-84.89154853
747,36.99611528,-84.18151241
748,36.91622982,-83.47304946
749,36.83174063,-82.76624767
750,36.74266578,-82.06119371
751,36.64902429,-81.35797295
752,36.55083609,-80.65666932
753,36.44812205,-79.95736535
754,36.34090392,-79.26014202
755,36.22920436,-78.56507881
756,36.11304693,-77.87225357
757,35.99245603,-77.18174257
758,35.86745695,-76.49362035
759,35.7380758,-75.80795979
760,35.4091647,-120.4967986
761,35.56591667,-119.8228145
762,35.71842836,-119.1458987
763,35.8666684,-118.4661142
764,36.0106062,-117.7835257
765,36.15021197,-117.0982
766,36.28545668,-116.4102058
767,36.41631214,-115.7196137
768,36.54275097,-115.026496
769,36.66474665,-114.3309268
770,36.78227349,-113.6329821
771,36.89530669,-112.9327396
772,37.0038223,-112.2302786
773,37.1077973,-111.5256802
774,37.20720955,-110.819027
775,37.30203783,-110.1104032
776,37.39226187,-109.3998945
777,37.47786231,-108.6875881
778,37.55882077,-107.9735725
779,37.6351198,-107.2579377
780,37.70674295,-106.5407748
781,37.77367473,-105.8221763
782,37.83590066,-105.1022358
783,37.89340723,-104.3810478
784,37.94618196,-103.6587079
785,37.99421336,-102.9353129
786,38.03749097,-102.2109601
787,38.07600536,-101.4857478
788,38.10974812,-100.759775
789,38.13871188,-100.0331411
790,38.1628903,-99.30594636
791,38.1822781,-98.57829133
792,38.19687103,-97.85027699
793,38.20666589,-97.12200461
794,38.21166054,-96.39357568
795,38.21185388,-95.66509183
796,38.20724588,-94.93665472
797,38.19783753,-94.20836598
798,38.18363091,-93.4803271
799,38.16462913,-92.75263939
800,38.14083633,-92.02540385
801,38.11225774,-91.29872109
802,38.0788996,-90.5726913
803,38.04076919,-89.84741407
804,37.99787485,-89.12298843
805,37.95022592,-88.39951266
806,37.89783278,-87.67708427
807,37.84070684,-86.95579994
808,37.7788605,-86.23575538
809,37.71230717,-85.51704533
810,37.64106128,-84.79976342
811,37.56513822,-84.08400217
812,37.48455438,-83.36985285
813,37.39932711,-82.65740549
814,37.30947473,-81.94674877
815,37.21501651,-81.23796997
816,37.11597265,-80.53115492
817,37.01236431,-79.82638794
818,36.90421353,-79.12375179
819,36.79154328,-78.42332764
820,36.67437743,-77.725195
821,36.55274071,-77.02943167
822,36.42665873,-76.33611374
823,19.50617578,-155.5414815
824,19.84643895,-155.0974865
825,35.79743166,-121.3680929
826,35.95976741,-120.6923513
827,36.11786083,-120.0135487
828,36.27167943,-119.331747
829,36.42119143,-118.6470103
830,36.56636585,-117.9594046
831,36.7071725,-117.2689977
832,36.84358198,-116.5758596
833,36.97556573,-115.8800622
834,37.10309602,-115.1816792
835,37.22614595,-114.4807862
836,37.34468952,-113.7774608
837,37.45870156,-113.0717822
838,37.56815785,-112.3638315
839,37.67303501,-111.6536914
840,37.77331063,-110.9414464
841,37.8689632,-110.2271825
842,37.95997216,-109.5109874
843,38.0463179,-108.7929502
844,38.12798177,-108.0731616
845,38.2049461,-107.3517135
846,38.2771942,-106.6286993
847,38.34471037,-105.9042136
848,38.40747992,-105.1783522
849,38.46548916,-104.451212
850,38.51872543,-103.7228911
851,38.56717709,-102.9934883
852,38.61083353,-102.2631036
853,38.64968518,-101.5318376
854,38.68372351,-100.7997917
855,38.71294106,-100.0670681
856,38.73733139,-99.33376932
857,38.75688914,-98.59999857
858,38.77161001,-97.86585937
859,38.78149076,-97.13145555
860,38.78652921,-96.3968912
861,38.78672425,-95.66227052
862,38.78207584,-94.92769778
863,38.772585,-94.19327718
864,38.75825382,-93.45911282
865,38.73908545,-92.72530856
866,38.71508413,-91.99196796
867,38.68625512,-91.25919421
868,38.65260476,-90.52708999
869,38.61414045,-89.79575742
870,38.57087062,-89.06529798
871,38.52280476,-88.33581242
872,38.4699534,-87.60740066
873,38.41232809,-86.88016175
874,38.34994142,-86.15419376
875,38.28280699,-85.42959369
876,38.21093941,-84.70645746
877,38.13435429,-83.98487977
878,38.05306826,-83.26495406
879,37.96709889,-82.54677245
880,37.87646477,-81.83042567
881,37.78118543,-81.11600299
882,37.68128134,-80.40359218
883,37.57677394,-79.69327942
884,37.46768558,-78.98514929
885,37.35403954,-78.2792847
886,37.23586,-77.57576682
887,37.11317204,-76.87467509
888,36.98600159,-76.17608713
889,19.92526366,-155.9029163
890,36.34669384,-121.5715171
891,36.51041177,-120.8909653
892,36.66985313,-120.2072822
893,36.82498501,-119.5205307
894,36.97577523,-118.8307759
895,37.1221924,-118.1380849
896,37.26420595,-117.4425269
897,37.40178608,-116.744173
898,37.53490386,-116.0430965
899,37.66353119,-115.3393726
900,37.78764083,-114.6330784
901,37.9072064,-113.924293
902,38.02220243,-113.2130973
903,38.13260434,-112.4995741
904,38.23838847,-111.7838079
905,38.33953207,-111.065885
906,38.43601335,-110.3458934
907,38.52781147,-109.6239227
908,38.61490655,-108.9000641
909,38.69727969,-108.1744104
910,38.77491296,-107.4470556
911,38.84778945,-106.7180955
912,38.91589324,-105.9876267
913,38.97920944,-105.2557475
914,39.03772415,-104.5225572
915,39.09142455,-103.7881561
916,39.14029883,-103.0526457
917,39.18433622,-102.3161284
918,39.22352703,-101.5787072
919,39.25786261,-100.8404863
920,39.28733538,-100.1015703
921,39.31193883,-99.36206434
922,39.3316675,-98.62207433
923,39.34651705,-97.88170639
924,39.35648417,-97.14106705
925,39.36156667,-96.40026305
926,39.36176341,-95.65940128
927,39.35707436,-94.91858867
928,39.34750055,-94.17793211
929,39.3330441,-93.43753838
930,39.31370822,-92.69751399
931,39.28949718,-91.95796516
932,39.26041633,-91.2189977
933,39.22647211,-90.48071691
934,39.187672,-89.7432275
