GEO_ID	REGION	DIVISION	STATEFP	STATENS	STUSPS	NAME	LAT	LON	"LAT,LON"	ADDRESS	STREET	CITY	COUNTRY
1867	2	4	27	662849	MN	Minnesota	47.962952	-94.760669	"47.962952,-94.760669"	"Resv Highway 18,Kelliher,MN 56650,USA"	Resv Highway 18	Kelliher	USA
1868	2	4	27	662849	MN	Minnesota	47.952074	-93.911916	"47.952074,-93.911916"	"Caldwell Rd,Mizpah,MN 56660,USA"	Caldwell Rd	Mizpah	USA
1869	2	4	27	662849	MN	Minnesota	47.935649	-93.063559	"47.935649,-93.063559"	"2844 County Road 962,Gheen,MN 55771,USA"	2844 County Road 962	Gheen	USA
1870	2	4	27	662849	MN	Minnesota	47.913679	-92.215757	"47.913679,-92.215757"	"7217 Southfield Rd,Superior National Forest,Tower,MN 55790,USA"	7217 Southfield RdSuperior National Forest	Tower	USA
1871	2	4	27	662849	MN	Minnesota	47.886172	-91.36867	"47.886172,-91.36867"	"Jack Pine Trail,Superior National Forest,Ely,MN 55731,USA"	Jack Pine TrailSuperior National Forest	Ely	USA
1872	2	4	27	662849	MN	Minnesota	47.853133	-90.522457	"47.853133,-90.522457"	"Forest Route 153,Superior National Forest,Grand Marais,MN 55604,USA"	Forest Route 153Superior National Forest	Grand Marais	USA
1873	2	4	27	662849	MN	Minnesota	47.81457	-89.677276	"47.81457,-89.677276"	"State Highway 61,Grand Portage,MN 55605,USA"	State Highway 61	Grand Portage	USA
1874	2	3	26	1779789	MI	Michigan	47.770494	-88.833283	"47.770494,-88.833283"	"Keweenaw,MI,USA"		Keweenaw	USA
1875	2	3	26	1779789	MI	Michigan	47.720914	-87.990633	"47.720914,-87.990633"	"Keweenaw,MI,USA"		Keweenaw	USA
1876	2	3	26	1779789	MI	Michigan	47.665843	-87.149481	"47.665843,-87.149481"	"Keweenaw,MI,USA"		Keweenaw	USA
1877	1	1	23	1779787	ME	Maine	45.275523	-70.079839	"45.275523,-70.079839"	"Unnamed Rd,New Portland,ME 04961,USA"	Unnamed Rd	New Portland	USA
1878	1	1	23	1779787	ME	Maine	45.105192	-69.305732	"45.105192,-69.305732"	"500-512 Silvers Mills Rd,Sangerville,ME 04479,USA"	500-512 Silvers Mills Rd	Sangerville	USA
1879	1	1	23	1779787	ME	Maine	44.92998	-68.535945	"44.92998,-68.535945"	"Kingsbury Rd,Ellsworth,ME 04605,USA"	Kingsbury Rd	Ellsworth	USA
1880	1	1	23	1779787	ME	Maine	44.749924	-67.77056	"44.749924,-67.77056"	"Montegail Rd,Columbia Falls,ME 04623,USA"	Montegail Rd	Columbia Falls	USA
1881	4	9	41	1155107	OR	Oregon	45.460345	-123.778639	"45.460345,-123.778639"	"8220 Hughey Ln,Tillamook,OR 97141,USA"	8220 Hughey Ln	Tillamook	USA
1882	4	9	41	1155107	OR	Oregon	45.637367	-123.003075	"45.637367,-123.003075"	"16097-16199 NW Pumpkin Ridge Rd,North Plains,OR 97133,USA"	16097-16199 NW Pumpkin Ridge Rd	North Plains	USA
1883	4	9	53	1779804	WA	Washington	45.809473	-122.223072	"45.809473,-122.223072"	"National Forest Development Road 4104,Gifford Pinchot National Forest,Yacolt,WA 98675,USA"	National Forest Development Road 4104Gifford Pinchot National Forest	Yacolt	USA
1884	4	9	53	1779804	WA	Washington	45.976625	-121.438718	"45.976625,-121.438718"	"Unnamed Rd,Glenwood,WA 98619,USA"	Unnamed Rd	Glenwood	USA
1885	4	9	53	1779804	WA	Washington	46.138784	-120.650104	"46.138784,-120.650104"	"BIA Road 212,WA,USA"		BIA Road 212	USA
1886	4	9	53	1779804	WA	Washington	46.295914	-119.857326	"46.295914,-119.857326"	"53210 N Griffin Rd Way,Grandview,WA 98930,USA"	53210 N Griffin Rd Way	Grandview	USA
1887	4	9	53	1779804	WA	Washington	46.447978	-119.060482	"46.447978,-119.060482"	"2000-2598 Fir Rd,Eltopia,WA 99330,USA"	2000-2598 Fir Rd	Eltopia	USA
1888	4	9	53	1779804	WA	Washington	46.594942	-118.259676	"46.594942,-118.259676"	"Prescott,WA 99348,USA"		Prescott	USA
1889	4	9	53	1779804	WA	Washington	46.736772	-117.455013	"46.736772,-117.455013"	"Almota Rd,Colfax,WA 99111,USA"	Almota Rd	Colfax	USA
1890	4	8	16	1779783	ID	Idaho	46.873435	-116.646603	"46.873435,-116.646603"	"Little Bear Creek Rd,Deary,ID 83823,USA"	Little Bear Creek Rd	Deary	USA
1891	4	8	16	1779783	ID	Idaho	47.004899	-115.834561	"47.004899,-115.834561"	"National Forest Development Road 457,Avery,ID 83802,USA"	National Forest Development Road 457	Avery	USA
1892	4	8	30	767982	MT	Montana	47.131133	-115.019004	"47.131133,-115.019004"	"Unnamed Rd,Lolo National Forest,Superior,Mt 59872,USA"	Unnamed RdLolo National Forest	Superior	USA
1893	4	8	30	767982	MT	Montana	47.252107	-114.200052	"47.252107,-114.200052"	"Cty Rd,Arlee,Mt 59821,USA"	Cty Rd	Arlee	USA
1894	4	8	30	767982	MT	Montana	47.367794	-113.377829	"47.367794,-113.377829"	"Rice Ridge Rd,Lolo National Forest,Condon,Mt 59826,USA"	Rice Ridge RdLolo National Forest	Condon	USA
1895	4	8	30	767982	MT	Montana	47.478165	-112.552463	"47.478165,-112.552463"	"Benchmark Rd,Augusta,Mt 59410,USA"	Benchmark Rd	Augusta	USA
1896	4	8	30	767982	MT	Montana	47.583195	-111.724084	"47.583195,-111.724084"	"234 Dracut Hill Rd,Vaughn,Mt 59487,USA"	234 Dracut Hill Rd	Vaughn	USA
1897	4	8	30	767982	MT	Montana	47.682858	-110.892826	"47.682858,-110.892826"	"County Rd,Highwood,Mt 59450,USA"	County Rd	Highwood	USA
1898	4	8	30	767982	MT	Montana	47.777131	-110.058827	"47.777131,-110.058827"	"Unnamed Rd,Fort Benton,Mt 59442,USA"	Unnamed Rd	Fort Benton	USA
1899	4	8	30	767982	MT	Montana	47.86599	-109.222225	"47.86599,-109.222225"	"Ervine Ridge Rd,LLOYD,Mt 59535,USA"	Ervine Ridge Rd	LLOYD	USA
1900	4	8	30	767982	MT	Montana	47.949416	-108.383163	"47.949416,-108.383163"	"Rte 15,Dodson,Mt 59524,USA"	Rte 15	Dodson	USA
1901	4	8	30	767982	MT	Montana	48.027386	-107.541786	"48.027386,-107.541786"	"25826 Content Rd,Malta,Mt 59538,USA"	25826 Content Rd	Malta	USA
1902	4	8	30	767982	MT	Montana	48.099884	-106.698243	"48.099884,-106.698243"	"Unnamed Rd,Glasgow,Mt 59230,USA"	Unnamed Rd	Glasgow	USA
1903	4	8	30	767982	MT	Montana	48.16689	-105.852682	"48.16689,-105.852682"	"Oswego North Rd,Frazer,Mt 59225,USA"	Oswego North Rd	Frazer	USA
1904	4	8	30	767982	MT	Montana	48.228389	-105.005257	"48.228389,-105.005257"	"Unnamed Rd,Poplar,Mt 59255,USA"	Unnamed Rd	Poplar	USA
1905	4	8	30	767982	MT	Montana	48.284366	-104.156122	"48.284366,-104.156122"	"Snake Butte Rd,Bainville,Mt 59212,USA"	Snake Butte Rd	Bainville	USA
1906	2	4	38	1779797	ND	North Dakota	48.334807	-103.305433	"48.334807,-103.305433"	"121st Ave NW,Ray,ND 58849,USA"	121st Ave NW	Ray	USA
1907	2	4	38	1779797	ND	North Dakota	48.3797	-102.453347	"48.3797,-102.453347"	"66th St NW,Stanley,ND 58784,USA"	66th St NW	Stanley	USA
1908	2	4	38	1779797	ND	North Dakota	48.419034	-101.600026	"48.419034,-101.600026"	"170th Ave NW,Carpio,ND 58725,USA"	170th Ave NW	Carpio	USA
1909	2	4	38	1779797	ND	North Dakota	48.452798	-100.745629	"48.452798,-100.745629"	"72nd St N,Towner,ND 58788,USA"	72nd St N	Towner	USA
1910	2	4	38	1779797	ND	North Dakota	48.480986	-99.89032	"48.480986,-99.89032"	"36th Ave NE,Rugby,ND 58368,USA"	36th Ave NE	Rugby	USA
1911	2	4	38	1779797	ND	North Dakota	48.50359	-99.03426	"48.50359,-99.03426"	"7501-7599 75th Ave NE,Cando,ND 58324,USA"	7501-7599 75th Ave NE	Cando	USA
1912	2	4	38	1779797	ND	North Dakota	48.520604	-98.177615	"48.520604,-98.177615"	"11391-11499 76th St NE,Fairdale,ND 58229,USA"	11391-11499 76th St NE	Fairdale	USA
1913	2	4	38	1779797	ND	North Dakota	48.532024	-97.32055	"48.532024,-97.32055"	"7700-7798 154th Ave NE,Drayton,ND 58225,USA"	7700-7798 154th Ave NE	Drayton	USA
1914	2	4	27	662849	MN	Minnesota	48.537847	-96.46323	"48.537847,-96.46323"	"45001-45641 County Highway 28,Karlstad,MN 56732,USA"	45001-45641 County Highway 28	Karlstad	USA
1915	2	4	27	662849	MN	Minnesota	48.538073	-95.60582	"48.538073,-95.60582"	"39835-39999 460th St NE,Wannaska,MN 56761,USA"	39835-39999 460th St NE	Wannaska	USA
1916	2	4	27	662849	MN	Minnesota	48.5327	-94.748486	"48.5327,-94.748486"	"Pitt Grd SW,Baudette,MN 56623,USA"	Pitt Grd SW	Baudette	USA
1917	2	4	27	662849	MN	Minnesota	48.52173	-93.891394	"48.52173,-93.891394"	"8394-8398 County Road 82,Loman,MN 56654,USA"	8394-8398 County Road 82	Loman	USA
1918	2	4	27	662849	MN	Minnesota	48.505167	-93.034709	"48.505167,-93.034709"	"10498 Waltz Rd,Kabetogama,MN 56669,USA"	10498 Waltz Rd	Kabetogama	USA
1919	1	1	23	1779787	ME	Maine	45.823118	-69.839935	"45.823118,-69.839935"	"Unnamed Rd,Rockwood,ME 04478,USA"	Unnamed Rd	Rockwood	USA
1920	1	1	23	1779787	ME	Maine	45.65141	-69.059578	"45.65141,-69.059578"	"Appalachian Trail,Greenville,ME 04441,USA"	Appalachian Trail	Greenville	USA
1921	1	1	23	1779787	ME	Maine	45.474782	-68.283654	"45.474782,-68.283654"	"Mattawamkeag Wilderness Park Rd,Winn,ME 04495,USA"	Mattawamkeag Wilderness Park Rd	Winn	USA
1922	1	1	23	1779787	ME	Maine	45.293275	-67.512245	"45.293275,-67.512245"	"Enoch Brook Rd,Baileyville,ME 04694,USA"	Enoch Brook Rd	Baileyville	USA
1923	4	9	53	1779804	WA	Washington	46.182492	-123.254167	"46.182492,-123.254167"	"Spruce Creek Rd,Cathlamet,WA 98612,USA"	Spruce Creek Rd	Cathlamet	USA
1924	4	9	53	1779804	WA	Washington	46.355986	-122.467836	"46.355986,-122.467836"	"Unnamed Rd,Toutle,WA 98649,USA"	Unnamed Rd	Toutle	USA
1925	4	9	53	1779804	WA	Washington	46.524489	-121.677038	"46.524489,-121.677038"	"Unnamed Rd,Gifford Pinchot National Forest,Randle,WA 98377,USA"	Unnamed RdGifford Pinchot National Forest	Randle	USA
1926	4	9	53	1779804	WA	Washington	46.687962	-120.881867	"46.687962,-120.881867"	"National Forest Development Road 639,Tieton,WA 98947,USA"	National Forest Development Road 639	Tieton	USA
1927	4	9	53	1779804	WA	Washington	46.846367	-120.082419	"46.846367,-120.082419"	"Unnamed Rd,WA,USA"		Unnamed Rd	USA
1928	4	9	53	1779804	WA	Washington	46.999669	-119.278796	"46.999669,-119.278796"	"5896-5998 Road J SE,Moses Lake,WA 98837,USA"	5896-5998 Road J SE	Moses Lake	USA
1929	4	9	53	1779804	WA	Washington	47.14783	-118.471102	"47.14783,-118.471102"	"Dewald Rd,Ritzville,WA 99169,USA"	Dewald Rd	Ritzville	USA
1930	4	9	53	1779804	WA	Washington	47.290818	-117.659445	"47.290818,-117.659445"	"W Martin Rd,Cheney,WA 99004,USA"	W Martin Rd	Cheney	USA
1931	4	8	16	1779783	ID	Idaho	47.428599	-116.843938	"47.428599,-116.843938"	"26402 S Farup Rd,Worley,ID 83876,USA"	26402 S Farup Rd	Worley	USA
1932	4	8	16	1779783	ID	Idaho	47.56114	-116.024698	"47.56114,-116.024698"	"E Moon Gulch,Kellogg,ID 83837,USA"	E Moon Gulch	Kellogg	USA
1933	4	8	30	767982	MT	Montana	47.68841	-115.201844	"47.68841,-115.201844"	"Unnamed Rd,Lolo National Forest,Thompson Falls,Mt 59873,USA"	Unnamed RdLolo National Forest	Thompson Falls	USA
1934	4	8	30	767982	MT	Montana	47.810379	-114.375499	"47.810379,-114.375499"	"Unnamed Rd,Polson,Mt 59860,USA"	Unnamed Rd	Polson	USA
1935	4	8	30	767982	MT	Montana	47.927018	-113.545792	"47.927018,-113.545792"	"National Forest Develop Rd,Flathead National Forest,Mt,USA"	National Forest Develop Rd	Flathead National Forest	USA
1936	4	8	30	767982	MT	Montana	48.0383	-112.712851	"48.0383,-112.712851"	"Unnamed Rd,Pendroy,Mt 59467,USA"	Unnamed Rd	Pendroy	USA
1937	4	8	30	767982	MT	Montana	48.144197	-111.876812	"48.144197,-111.876812"	"Unnamed Rd,Conrad,Mt 59425,USA"	Unnamed Rd	Conrad	USA
1938	4	8	30	767982	MT	Montana	48.244685	-111.037811	"48.244685,-111.037811"	"Unnamed Rd,Chester,Mt 59522,USA"	Unnamed Rd	Chester	USA
1939	4	8	30	767982	MT	Montana	48.339738	-110.195988	"48.339738,-110.195988"	"Unnamed Rd,Box Elder,Mt 59521,USA"	Unnamed Rd	Box Elder	USA
1940	4	8	30	767982	MT	Montana	48.429335	-109.351488	"48.429335,-109.351488"	"Clear Creek Rd,Chinook,Mt 59523,USA"	Clear Creek Rd	Chinook	USA
1941	4	8	30	767982	MT	Montana	48.513453	-108.504456	"48.513453,-108.504456"	"Unnamed Rd,Harlem,Mt 59526,USA"	Unnamed Rd	Harlem	USA
1942	4	8	30	767982	MT	Montana	48.592072	-107.655042	"48.592072,-107.655042"	"2066 River Bend Dr,Malta,Mt 59538,USA"	2066 River Bend Dr	Malta	USA
1943	4	8	30	767982	MT	Montana	48.665172	-106.803397	"48.665172,-106.803397"	"Britsch Rd,Glasgow,Mt 59230,USA"	Britsch Rd	Glasgow	USA
1944	4	8	30	767982	MT	Montana	48.732737	-105.949676	"48.732737,-105.949676"	"Unnamed Rd,Peerless,Mt 59253,USA"	Unnamed Rd	Peerless	USA
1945	4	8	30	767982	MT	Montana	48.794749	-105.094035	"48.794749,-105.094035"	"Gunderson Rd,Flaxville,Mt 59222,USA"	Gunderson Rd	Flaxville	USA
1946	4	8	30	767982	MT	Montana	48.851193	-104.236633	"48.851193,-104.236633"	"Comertown Rd,Plentywood,Mt 59254,USA"	Comertown Rd	Plentywood	USA
1947	2	4	38	1779797	ND	North Dakota	48.902055	-103.377631	"48.902055,-103.377631"	"122nd Ave NW,Crosby,ND 58730,USA"	122nd Ave NW	Crosby	USA
1948	2	4	38	1779797	ND	North Dakota	48.947323	-102.517192	"48.947323,-102.517192"	"10500-10598 83rd Ave NW,Portal,ND 58772,USA"	10500-10598 83rd Ave NW	Portal	USA
1949	2	4	38	1779797	ND	North Dakota	48.986986	-101.655479	"48.986986,-101.655479"	"10875-10917 43rd Ave NW,Sherwood,ND 58782,USA"	10875-10917 43rd Ave NW	Sherwood	USA
1950	1	1	23	1779787	ME	Maine	46.369742	-69.595686	"46.369742,-69.595686"	"Unnamed Rd,Northwest Piscataquis,ME,USA"	Unnamed Rd	Northwest Piscataquis	USA
1951	1	1	23	1779787	ME	Maine	46.196648	-68.808992	"46.196648,-68.808992"	"Unnamed Rd,Patten,ME 04765,USA"	Unnamed Rd	Patten	USA
1952	1	1	23	1779787	ME	Maine	46.018599	-68.026846	"46.018599,-68.026846"	"Unnamed Rd,Houlton,ME 04730,USA"	Unnamed Rd	Houlton	USA
1953	4	9	53	1779804	WA	Washington	46.726573	-123.509815	"46.726573,-123.509815"	"Unnamed Rd,Raymond,WA 98577,USA"	Unnamed Rd	Raymond	USA
1954	4	9	53	1779804	WA	Washington	46.901463	-122.717066	"46.901463,-122.717066"	"12821 Pless Rd SE,Rainier,WA 98576,USA"	12821 Pless Rd SE	Rainier	USA
1955	4	9	53	1779804	WA	Washington	47.071323	-121.919732	"47.071323,-121.919732"	"National Forest Development Road 7720,Snoqualmie National Forest,Carbonado,WA 98323,USA"	National Forest Development Road 7720Snoqualmie National Forest	Carbonado	USA
1956	4	9	53	1779804	WA	Washington	47.236117	-121.117907	"47.236117,-121.117907"	"Pine Glen Dr,Cle Elum,WA 98922,USA"	Pine Glen Dr	Cle Elum	USA
1957	4	9	53	1779804	WA	Washington	47.395804	-120.311689	"47.395804,-120.311689"	"1801 Okanogan Ave,Wenatchee,WA 98801,USA"	1801 Okanogan Ave	Wenatchee	USA
1958	4	9	53	1779804	WA	Washington	47.550349	-119.501181	"47.550349,-119.501181"	"Unnamed Rd,Coulee City,WA 99115,USA"	Unnamed Rd	Coulee City	USA
1959	4	9	53	1779804	WA	Washington	47.699715	-118.686491	"47.699715,-118.686491"	"13328 Dreger Rd E,Wilbur,WA 99185,USA"	13328 Dreger Rd E	Wilbur	USA
1960	4	9	53	1779804	WA	Washington	47.843867	-117.867728	"47.843867,-117.867728"	"52249 Woods Ln E,Wellpinit,WA 99040,USA"	52249 Woods Ln E	Wellpinit	USA
1961	4	9	53	1779804	WA	Washington	47.982771	-117.045008	"47.982771,-117.045008"	"Blanchard Loop Rd,Newport,WA 99156,USA"	Blanchard Loop Rd	Newport	USA
1962	4	8	16	1779783	ID	Idaho	48.116396	-116.218449	"48.116396,-116.218449"	"Unnamed Rd,Kaniksu National Forest,Clark Fork,ID 83811,USA"	Unnamed RdKaniksu National Forest	Clark Fork	USA
1963	4	8	30	767982	MT	Montana	48.244708	-115.388175	"48.244708,-115.388175"	"National Forest Development Road 534,Libby,Mt 59923,USA"	National Forest Development Road 534	Libby	USA
1964	4	8	30	767982	MT	Montana	48.367678	-114.554311	"48.367678,-114.554311"	"National Forest Development Road 2905,Flathead National Forest,Whitefish,Mt 59937,USA"	National Forest Development Road 2905Flathead National Forest	Whitefish	USA
1965	4	8	30	767982	MT	Montana	48.485275	-113.716988	"48.485275,-113.716988"	"13320 Us Highway 2 E,Flathead National Forest,West Glacier,Mt 59936,USA"	13320 Us Highway 2 EFlathead National Forest	West Glacier	USA
1966	4	8	30	767982	MT	Montana	48.597473	-112.876339	"48.597473,-112.876339"	"34-86 Blackfoot Cutoff,Cut Bank,Mt 59427,USA"	34-86 Blackfoot Cutoff	Cut Bank	USA
1967	4	8	30	767982	MT	Montana	48.704243	-112.032502	"48.704243,-112.032502"	"2-100 Negu Pl,SWEET GRASS,Mt 59484,USA"	2-100 Negu Pl	SWEET GRASS	USA
1968	4	8	30	767982	MT	Montana	48.80556	-111.185617	"48.80556,-111.185617"	"Unnamed Rd,Chester,Mt 59522,USA"	Unnamed Rd	Chester	USA
1969	4	8	30	767982	MT	Montana	48.901399	-110.335828	"48.901399,-110.335828"	"Unnamed Rd,Havre,Mt 59501,USA"	Unnamed Rd	Havre	USA
1970	4	8	30	767982	MT	Montana	48.991737	-109.483284	"48.991737,-109.483284"	"Unnamed Rd,Reno No. 51,SK S0N 0P0,Canada"	Unnamed Rd	Reno No. 51	Canada
1971	1	1	23	1779787	ME	Maine	46.915329	-69.346977	"46.915329,-69.346977"	"Unnamed Rd,Northwest Aroostook,ME,USA"	Unnamed Rd	Northwest Aroostook	USA
1972	1	1	23	1779787	ME	Maine	46.740843	-68.553856	"46.740843,-68.553856"	"Unnamed Rd,Portage,ME 04768,USA"	Unnamed Rd	Portage	USA
1973	4	9	53	1779804	WA	Washington	47.269544	-123.77014	"47.269544,-123.77014"	"Unnamed Rd,Aberdeen,WA 98520,USA"	Unnamed Rd	Aberdeen	USA
1974	4	9	53	1779804	WA	Washington	47.445836	-122.970883	"47.445836,-122.970883"	"927 NE Haven Way,Tahuya,WA 98588,USA"	927 NE Haven Way	Tahuya	USA
1975	4	9	53	1779804	WA	Washington	47.617062	-122.166918	"47.617062,-122.166918"	"12977-12999 NE 8th St,Bellevue,WA 98005,USA"	12977-12999 NE 8th St	Bellevue	USA
1976	4	9	53	1779804	WA	Washington	47.783183	-121.358339	"47.783183,-121.358339"	"National Forest Development Road 6517,Snoqualmie National Forest,Skykomish,WA 98288,USA"	National Forest Development Road 6517Snoqualmie National Forest	Skykomish	USA
1977	4	9	53	1779804	WA	Washington	47.944159	-120.545248	"47.944159,-120.545248"	"National Forest Development Road 5605,Wenatchee National Forest,Leavenworth,WA 98826,USA"	National Forest Development Road 5605Wenatchee National Forest	Leavenworth	USA
1978	4	9	53	1779804	WA	Washington	48.099954	-119.72775	"48.099954,-119.72775"	"U.S. 97,Brewster,WA 98812,USA"	U.S. 97	Brewster	USA
1979	4	9	53	1779804	WA	Washington	48.25053	-118.905952	"48.25053,-118.905952"	"BIA Road 65,Nespelem,WA 99155,USA"	BIA Road 65	Nespelem	USA
1980	4	9	53	1779804	WA	Washington	48.395854	-118.079969	"48.395854,-118.079969"	"Unnamed Rd,Rice,WA 99167,USA"	Unnamed Rd	Rice	USA
1981	4	9	53	1779804	WA	Washington	48.535889	-117.249917	"48.535889,-117.249917"	"National Forest Development Road 157,Kaniksu National Forest,Cusick,WA 99119,USA"	National Forest Development Road 157Kaniksu National Forest	Cusick	USA
1982	4	8	16	1779783	ID	Idaho	48.670603	-116.415917	"48.670603,-116.415917"	"Snow Creek Rd,Bonners Ferry,ID 83805,USA"	Snow Creek Rd	Bonners Ferry	USA
1983	4	8	30	767982	MT	Montana	48.799963	-115.578096	"48.799963,-115.578096"	"National Forest Development Road 6065,Kootenai National Forest,Troy,Mt 59935,USA"	National Forest Development Road 6065Kootenai National Forest	Troy	USA
1984	4	8	30	767982	MT	Montana	48.923939	-114.736583	"48.923939,-114.736583"	"National Forest Development Road 114,Kootenai National Forest,Polebridge,Mt 59928,USA"	National Forest Development Road 114Kootenai National Forest	Polebridge	USA
1985	1	1	23	1779787	ME	Maine	47.283929	-68.29405	"47.283929,-68.29405"	"Guerrete Rd,Frenchville,ME 04745,USA"	Guerrete Rd	Frenchville	USA
1986	4	9	53	1779804	WA	Washington	47.811341	-124.035267	"47.811341,-124.035267"	"2761 Rain Forest Rd,Forks,WA 98331,USA"	2761 Rain Forest Rd	Forks	USA
1987	4	9	53	1779804	WA	Washington	47.989042	-123.22941	"47.989042,-123.22941"	"National Forest Development Road 2875,Olympic National Forest,Sequim,WA 98382,USA"	National Forest Development Road 2875Olympic National Forest	Sequim	USA
1988	4	9	53	1779804	WA	Washington	48.16164	-122.418717	"48.16164,-122.418717"	"17720 Marine Dr,Stanwood,WA 98292,USA"	17720 Marine Dr	Stanwood	USA
1989	4	9	53	1779804	WA	Washington	48.329095	-121.603285	"48.329095,-121.603285"	"Unnamed Rd,Darrington,WA 98241,USA"	Unnamed Rd	Darrington	USA
1990	4	9	53	1779804	WA	Washington	48.491367	-120.783217	"48.491367,-120.783217"	"Pacific Crest Trail,North Cascades National Park,WA,USA"	Pacific Crest Trail	North Cascades National Park	USA
1991	4	9	53	1779804	WA	Washington	48.648419	-119.958618	"48.648419,-119.958618"	"National Forest Development Road 39,Okanogan National Forest,Winthrop,WA 98862,USA"	National Forest Development Road 39Okanogan National Forest	Winthrop	USA
1992	4	9	53	1779804	WA	Washington	48.800213	-119.1296	"48.800213,-119.1296"	"Pacific Northwest Trail,Okanogan National Forest,Tonasket,WA 98855,USA"	Pacific Northwest TrailOkanogan National Forest	Tonasket	USA
1993	4	9	53	1779804	WA	Washington	48.946714	-118.296279	"48.946714,-118.296279"	"National Forest Development Road 160,Colville National Forest,Kettle Falls,WA 99141,USA"	National Forest Development Road 160Colville National Forest	Kettle Falls	USA
1994	4	9	53	1779804	WA	Washington	48.351896	-124.305324	"48.351896,-124.305324"	"47 Cowan Rd E,Sekiu,WA 98381,USA"	47 Cowan Rd E	Sekiu	USA
1995	4	9	53	1779804	WA	Washington	48.704991	-122.675256	"48.704991,-122.675256"	"3534 Constitution Ave,Lummi Island,WA 98262,USA"	3534 Constitution Ave	Lummi Island	USA
1996	4	9	53	1779804	WA	Washington	48.873787	-121.852869	"48.873787,-121.852869"	"National Forest Development Road 37,Mt. Baker National Forest,Deming,WA 98244,USA"	National Forest Development Road 37Mt. Baker National Forest	Deming	USA
1997	4	9	2	1785533	AK	Alaska	54.669538	-133.157189	"54.669538,-133.157189"	"Prince of Wales-Outer Ketchikan,AK,USA"		Prince of Wales-Outer Ketchikan	USA
1998	4	9	2	1785533	AK	Alaska	54.89686	-132.278953	"54.89686,-132.278953"	"Unnamed Rd,Tongass National Forest,Craig,AK 99921,USA"	Unnamed RdTongass National Forest	Craig	USA
1999	4	9	2	1785533	AK	Alaska	55.118784	-131.392833	"55.118784,-131.392833"	"Walden Pnt Rd,Metlakatla,AK 99926,USA"	Walden Pnt Rd	Metlakatla	USA
2000	4	9	2	1785533	AK	Alaska	55.335255	-130.498905	"55.335255,-130.498905"	"Prince of Wales-Outer Ketchikan,AK,USA"		Prince of Wales-Outer Ketchikan	USA
2001	4	9	2	1785533	AK	Alaska	55.175089	-133.558038	"55.175089,-133.558038"	"Prince of Wales-Outer Ketchikan,AK,USA"		Prince of Wales-Outer Ketchikan	USA
2002	4	9	2	1785533	AK	Alaska	55.404129	-132.672696	"55.404129,-132.672696"	"Unnamed Rd,Tongass National Forest,Craig,AK 99921,USA"	Unnamed RdTongass National Forest	Craig	USA
2003	4	9	2	1785533	AK	Alaska	55.627737	-131.779242	"55.627737,-131.779242"	"Foot Trail,Tongass National Forest,AK,USA"	Foot Trail	Tongass National Forest	USA
2004	4	9	2	1785533	AK	Alaska	55.845858	-130.877752	"55.845858,-130.877752"	"Prince of Wales-Outer Ketchikan,AK,USA"		Prince of Wales-Outer Ketchikan	USA
2005	4	9	2	1785533	AK	Alaska	55.909018	-133.074553	"55.909018,-133.074553"	"National Forest Development Road 5500,Tongass National Forest,Craig,AK 99921,USA"	National Forest Development Road 5500Tongass National Forest	Craig	USA
2006	4	9	2	1785533	AK	Alaska	56.13432	-132.173687	"56.13432,-132.173687"	"Thoms Creek Rd,Tongass National Forest,Wrangell,AK 99929,USA"	Thoms Creek RdTongass National Forest	Wrangell	USA
2007	4	9	2	1785533	AK	Alaska	56.354101	-131.264549	"56.354101,-131.264549"	"Wrangell,AK 99929,USA"		Wrangell	USA
2008	4	9	2	1785533	AK	Alaska	56.178951	-134.384523	"56.178951,-134.384523"	"Wrangell-Petersburg,AK,USA"		Wrangell-Petersburg	USA
2009	4	9	2	1785533	AK	Alaska	56.411454	-133.484761	"56.411454,-133.484761"	"National Forest Development Road 20860,Tongass National Forest,Point Baker,AK 99927,USA"	National Forest Development Road 20860Tongass National Forest	Point Baker	USA
2010	4	9	2	1785533	AK	Alaska	56.63846	-132.576405	"56.63846,-132.576405"	"Dry Straits Rd,Tongass National Forest,Petersburg,AK 99833,USA"	Dry Straits RdTongass National Forest	Petersburg	USA
2011	4	9	2	1785533	AK	Alaska	56.677117	-134.810637	"56.677117,-134.810637"	"Sitka,AK 99835,USA"		Sitka	USA
2012	4	9	2	1785533	AK	Alaska	56.911366	-133.903562	"56.911366,-133.903562"	"East Side of Portage Bay Roa,Tongass National Forest,Kake,AK 99830,USA"	East Side of Portage Bay RoaTongass National Forest	Kake	USA
2013	4	9	2	1785533	AK	Alaska	57.140086	-132.987641	"57.140086,-132.987641"	"Spurt Lake Trail,Tongass National Forest,Petersburg,AK 99833,USA"	Spurt Lake TrailTongass National Forest	Petersburg	USA
2014	4	9	2	1785533	AK	Alaska	57.172675	-135.245665	"57.172675,-135.245665"	"F-99,Tongass National Forest,Sitka,AK 99835,USA"	F-99Tongass National Forest	Sitka	USA
2015	4	9	2	1785533	AK	Alaska	57.408681	-134.331212	"57.408681,-134.331212"	"National Forest Development Road 7430,Tongass National Forest,Angoon,AK 99820,USA"	National Forest Development Road 7430Tongass National Forest	Angoon	USA
